BATCH_START_INDEX,BATCH_INDICES,FAILED,RAW_OUTPUT
4372,"[4372, 4373, 4374, 4375]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""ingoróre"", ""AFFIX"": null, ""NOUN_CLASS"": ""9|10"", ""DESCRIPTION"": ""redevance due au chef lors de son accession au pouvoir afin de reconnaître son autorité."", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""kugororera"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""offrir un cadeau, un tribut, une redevance"", ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""umugororo"", ""AFFIX"": ""imi-"", ""NOUN_CLASS"": ""3|4"", ""DESCRIPTION"": ""régime de bananes avant maturité, en formation."", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""ubugororo"", ""AFFIX"": null, ""NOUN_CLASS"": ""14"", ""DESCRIPTION"": ""amende honorable; réparation."", ""POS"": ""n.""}]}"
4428,"[4428, 4429, 4430, 4431]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""umugòózi"", ""AFFIX"": ""imi-"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""Sortes de cordes"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""ingózi"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""lacet"", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""urugòzi"", ""AFFIX"": ""in-"", ""NOUN_CLASS"": ""11|10"", ""DESCRIPTION"": ""plante à liane rampante"", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""kugôzōra"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""éplucher une banane non encore bien formée"", ""POS"": ""v.""}]}"
4488,"[4488, 4489, 4490, 4491]",0,"{""entries"": [
  {
    ""id"": ""0"",
    ""WORD"": ""umugúguré"",
    ""AFFIX"": ""imi-"",
    ""NOUN_CLASS"": ""34"",
    ""DESCRIPTION"": ""reste d'un objei rongé par ies rats"",
    ""POS"": ""n.""
  },
  {
    ""id"": ""1"",
    ""WORD"": ""kugúgura"",
    ""AFFIX"": ""-ye"",
    ""NOUN_CLASS"": null,
    ""DESCRIPTION"": ""être suranné, être de précédente (récolte)"",
    ""POS"": ""v.""
  },
  {
    ""id"": ""2"",
    ""WORD"": ""kugôguza"",
    ""AFFIX"": ""-je"",
    ""NOUN_CLASS"": null,
    ""DESCRIPTION"": ""branler, hocher la tête"",
    ""POS"": ""v.""
  },
  {
    ""id"": ""3"",
    ""WORD"": ""umuguha"",
    ""AFFIX"": null,
    ""NOUN_CLASS"": null,
    ""DESCRIPTION"": ""nom de la plante employée par le pluviator pour faire tomber la pluie"",
    ""POS"": ""n.""
  }
]}"
4504,"[4504, 4505, 4506, 4507]",1,
4572,"[4572, 4573, 4574, 4575]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""kwîigungagunga"", ""AFFIX"": ""-ze"", ""NOUN_CLASS"": null, ""DESCRIPTION"": null, ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""kugûôngamara"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": null, ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""urugňûngamika"", ""AFFIX"": ""in-"", ""NOUN_CLASS"": ""1110"", ""DESCRIPTION"": ""abattement dans lequel se trouve à qui on a donné des remèdes pour pouvoir le voler àise"", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""kugûôngamiza"", ""AFFIX"": ""-je"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""se morfondre, attendre longtemps; attendre loccasion de faire un mauvais COup"", ""POS"": ""v.""}]}"
4576,"[4576, 4577, 4578, 4579]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""urugûngamiza"", ""AFFIX"": ""in-"", ""NOUN_CLASS"": ""11|10"", ""DESCRIPTION"": ""autre nom du rugombeko, ce remède magique qui, placé dans les champs, figerait sur place le voleur de récoltes ou le forcerait à restituer."", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""kwîgungana"", ""AFFIX"": ""-nye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""être égoïste, se mettre à écart avec."", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""kugûngarara"", ""AFFIX"": ""-yee"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""demeurer, rester debout, attendre le moment propice, chercher à nuire, à voler, etc."", ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""kugûngāza"", ""AFFIX"": ""-je"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""prendre un air décidé, rester ferme pour en imposer et agir nuisiblement ensuite."", ""POS"": ""v.""}]}"
4592,"[4592, 4593, 4594, 4595]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""umugûûngūru"", ""AFFIX"": ""imi-"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""malchance"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""ingûnguza"", ""AFFIX"": null, ""NOUN_CLASS"": ""9|10"", ""DESCRIPTION"": ""usurier"", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""ikigungūzi"", ""AFFIX"": ""ibi-"", ""NOUN_CLASS"": ""7)8"", ""DESCRIPTION"": ""monceau, amas, amoncellement"", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""ingùûni"", ""AFFIX"": null, ""NOUN_CLASS"": ""9)10"", ""DESCRIPTION"": ""mépris exprimé par un ou plusieurs mouvements de la glotte, bouche fermée"", ""POS"": ""n.""}]}"
4700,"[4700, 4701, 4702, 4703]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""ingwábari"", ""AFFIX"": null, ""NOUN_CLASS"": ""9|10"", ""DESCRIPTION"": ""compost"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""kugwabira"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""être épuisé"", ""POS"": ""v.""}, {""id"": ""1"", ""WORD"": ""kugwagura"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""perdre de sa nouveauté"", ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""umugwagure"", ""AFFIX"": ""aba-"", ""NOUN_CLASS"": ""1i2"", ""DESCRIPTION"": ""homme ou fenme usé, vieilli"", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""umugwagure"", ""AFFIX"": ""imi"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""habit fatigué, usagé, élimé"", ""POS"": ""adj.""}]}"
4760,"[4760, 4761, 4762, 4763]",1,
4852,"[4852, 4853, 4854, 4855]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""intáhahá"", ""AFFIX"": null, ""NOUN_CLASS"": ""910"", ""DESCRIPTION"": null, ""POS"": ""adj.""}, {""id"": ""1"", ""WORD"": ""umukâhá"", ""AFFIX"": ""imi-"", ""NOUN_CLASS"": ""3j4"", ""DESCRIPTION"": null, ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""guhahamira"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""rechercher avec ardeur, poursuivre. || Désirer ardemment."", ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""guháhazwa"", ""AFFIX"": ""-jwe"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""être maltraité, opprimé. Vivre sous le joug."", ""POS"": ""v.""}]}"
4876,"[4876, 4877, 4878, 4879]",1,
4884,"[4884, 4885, 4886, 4887]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""inagahama"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""variété de haricots rougeâtres"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""Abaziragahama"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""famille de Tutsi"", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""guhama"", ""AFFIX"": ""-mye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""rester, demeurer"", ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""kwîhama"", ""AFFIX"": ""-mye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""sen prendre à soi-même"", ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""Birîhama"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""tant pis, cela mest indifférent"", ""POS"": ""adj.""}]}"
4944,"[4944, 4945, 4946, 4947]",1,
4976,"[4976, 4977, 4978, 4979]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""uruhândé"", ""AFFIX"": ""-hand-"", ""NOUN_CLASS"": ""1110"", ""DESCRIPTION"": ""plante de la famille des arachides et dont les racines sont comestibles."", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""umuhănde"", ""AFFIX"": ""imi-"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""banane à bière."", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""uruhănde"", ""AFFIX"": null, ""NOUN_CLASS"": ""1110"", ""DESCRIPTION"": ""côté. Partie, Uruhănde rw’înká, la moitié d'une vache abattue. fruhănde, à côté. Iruhănde y'inzira, à côté du chemin. Hampănde, à côté de. Hampănde y’izîko, près du foyer."", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""rugenìmpănde"", ""AFFIX"": null, ""NOUN_CLASS"": ""11a"", ""DESCRIPTION"": ""(-gen- désigner, -hănde 910 les points cardinaux), boussole."", ""POS"": ""n.""}]}"
5036,"[5036, 5037, 5038, 5039]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""impăngu"", ""AFFIX"": null, ""NOUN_CLASS"": ""9|10"", ""DESCRIPTION"": ""verrat de cochon sauvage, sanglier"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""guhângūza"", ""AFFIX"": ""-je"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""rappeler une promesse. Revenir chercher ce gui a été promis. Guhângūza mpangá, revenir à la charge pour faire exécuter une promesse."", ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""gubângwa"", ""AFFIX"": ""-zwe"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""être regardé de travers. Etre malheureux. Syn. kugōrwa. Etre menacé de. Igihúgu kirahânzwe n'ikigoyi, le pays est menacé de famine. Guhângwa n'amarûshwa, être dans les malheurs, avoir de la déveine, du guignon."", ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""amahâni"", ""AFFIX"": ""-hàâne"", ""NOUN_CLASS"": null, ""DESCRIPTION"": null, ""POS"": ""v.""}]}"
5108,"[5108, 5109, 5110, 5111]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""agaharage"", ""AFFIX"": ""udu-"", ""NOUN_CLASS"": ""1213"", ""DESCRIPTION"": ""champ de haricots après la récolte"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""guháragura"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": null, ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""imparáka"", ""AFFIX"": null, ""NOUN_CLASS"": ""9|10"", ""DESCRIPTION"": ""chienne"", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""igiharamanga"", ""AFFIX"": ""-manga"", ""NOUN_CLASS"": null, ""DESCRIPTION"": null, ""POS"": ""v.""}]}"
5160,"[5160, 5161, 5162, 5163]",0,"{""entries"": [
    {
        ""id"": ""0"",
        ""WORD"": ""guháruka"",
        ""AFFIX"": ""-tse"",
        ""NOUN_CLASS"": null,
        ""DESCRIPTION"": ""être gratté, raclé."",
        ""POS"": ""adj.""
    },
    {
        ""id"": ""1"",
        ""WORD"": ""guhárura"",
        ""AFFIX"": ""-ye"",
        ""NOUN_CLASS"": null,
        ""DESCRIPTION"": ""racler, gratter, défricher. Peler; écorcer."",
        ""POS"": ""v.""
    },
    {
        ""id"": ""2"",
        ""WORD"": ""guhárūra"",
        ""AFFIX"": null,
        ""NOUN_CLASS"": ""12a"",
        ""DESCRIPTION"": ""(néol.), numérateur."",
        ""POS"": ""n.""
    },
    {
        ""id"": ""3"",
        ""WORD"": ""guhárura"",
        ""AFFIX"": ""-ye"",
        ""NOUN_CLASS"": null,
        ""DESCRIPTION"": ""calculer, compter. Enumérer."",
        ""POS"": ""v.""
    }
]}"
5176,"[5176, 5177, 5178, 5179]",1,
5188,"[5188, 5189, 5190, 5191]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""umuhāshi"", ""AFFIX"": ""aba-"", ""NOUN_CLASS"": ""1|2"", ""DESCRIPTION"": ""celui quì va chercher des vivres."", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""guháshura"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""frapper pour corriger."", ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""hbāsí"", ""AFFIX"": ""-"", ""NOUN_CLASS"": null, ""DESCRIPTION"": null, ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""amahāta"", ""AFFIX"": null, ""NOUN_CLASS"": ""6"", ""DESCRIPTION"": ""vêtements d'apparat."", ""POS"": ""n.""}]}"
5208,"[5208, 5209, 5210, 5211]",1,
5268,"[5268, 5269, 5270, 5271]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""ruhebwá"", ""AFFIX"": ""sans-"", ""NOUN_CLASS"": ""11"", ""DESCRIPTION"": ""sans augment, sans accord, permet d'exprimer certaines formes de superlatif: Nìkijûjú ruhebwá, il est d'une bêtise incurable, désespérante. Kubá ikinebwe rubebwá, être un parfait oisif, d'une paresse incurable."", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""umuheėbwa"", ""AFFIX"": ""aba-"", ""NOUN_CLASS"": ""12"", ""DESCRIPTION"": ""individu supérieur, homme éminent, introuvable."", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""igihèbwa"", ""AFFIX"": ""ibi-"", ""NOUN_CLASS"": ""718"", ""DESCRIPTION"": ""péj. à cause de la présence du préfixe de cl. 7(8 rebut."", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""igihěfo"", ""AFFIX"": ""ibi-"", ""NOUN_CLASS"": ""7|8"", ""DESCRIPTION"": ""champignon (blanc) comestible. Var. igihěfu."", ""POS"": ""n.""}]}"
5344,"[5344, 5345, 5346, 5347]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""guhbëkēsha"", ""AFFIX"": ""-sheje"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""faire porter sur le dos; porter sur le dos à laide de"", ""POS"": ""v.""}, {""id"": ""1"", ""WORD"": ""igikēko"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""Tout bout de bois, branchette ou racine, extrémité de corne, os court, piécette de métal travaillé ou non, pouvait servir damulette. Il suffisait qu'il y ait une relation entre le nom de de animal ou de lobjet miniaturisé servant dďd'amulette pour quon y attache une vertu préservatrice ou curative. L’amulette est avant tout un témoin organique visant à favoriser la fécondité, à conserver la vie. Kwambara ibihēkoo, porter sur soi des amulettes. Gushinga ibibēko, ficher des amulettes. Les objets et les animaux domestiques recevaient leurs amulettes: les veaux, les barattes, les pots àjt, les montants de la porte, le sommet de la hutte, le Iit, les greniers et les champs, bref, le domaine où les amulettes étendent leur protection est quasiment illimité. Le pluviator a son amulette propre, intsíro. Le devin a les siennes. Il existe des amulettes pour se protéger contre la grêle, la foudre, d'autres pour favoriser la montée du lait, d’autres encore pour s'attirer des amis. La plupart protègent contre le mauvais œil. Certains portaient un collier d'amulettes d'une quarantaine de pièces différentes. D’autres avaient des cornes chargées d'ingrédients divers (poils, ongles, griffes, etc.) qwils portaient au cou. Ibihēko vy'urubúra, des amullettes contre la grêle. Igihēko gihēkera Ďûŭûhēkewe mîmâna, (Prov.), seule la femme portée par la chance tire profit dune amulette. Igihēko gihēkera uwahêtse, (Prov.), seule la femme qui a porté des enfants tire profit dune amulette. Prov. 663, 1519. TROUWBORST 127, 158, 160. RODEGEM, XVI-1968-2. M.R.A.C. 41.872-41.875."", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""impēko"", ""AFFIX"": null, ""NOUN_CLASS"": ""9"", ""DESCRIPTION"": ""manière de porter un enfant sur le dos, d'attacher la peau ou l'étoffe qui sert à le porter"", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""guhēkūura"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""détacher limpëtso. Priver une mère de son enfant."", ""POS"": ""v.""}]}"
5420,"[5420, 5421, 5422, 5423]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""gahená"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": null, ""POS"": ""adj.""}, {""id"": ""1"", ""WORD"": ""guhenagura"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": null, ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""guhénagurika"", ""AFFIX"": ""-tse"", ""NOUN_CLASS"": null, ""DESCRIPTION"": null, ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""umuhénaguriké"", ""AFFIX"": ""imi-"", ""NOUN_CLASS"": ""34"", ""DESCRIPTION"": ""objets tombés en désordre, dégringolés. || Hécatombe."", ""POS"": ""n.""}]}"
5464,"[5464, 5465, 5466, 5467]",1,
5476,"[5476, 5477, 5478, 5479]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""amahenēsha"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""Argent"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""guhbenëēska"", ""AFFIX"": ""-sheje"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""mettre à nu"", ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""guhengama"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""pencher"", ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""guhengamira"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""incliner"", ""POS"": ""v.""}]}"
5492,"[5492, 5493, 5494, 5495]",1,
5512,"[5512, 5513, 5514, 5515]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""guhéra"", ""AFFIX"": ""-ze"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""à la fin"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""intáherá"", ""AFFIX"": null, ""NOUN_CLASS"": ""9|10"", ""DESCRIPTION"": ""interminable"", ""POS"": ""adj.""}, {""id"": ""2"", ""WORD"": ""guhêra"", ""AFFIX"": ""-reye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""donner à Payer, récompenser"", ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""impêrá"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""récompense, rémunération, salaire"", ""POS"": ""n.""}]}"
5520,"[5520, 5521, 5522, 5523]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""impérahezwá"", ""AFFIX"": null, ""NOUN_CLASS"": ""9|10"", ""DESCRIPTION"": ""final; définitif."", ""POS"": ""adj.""}, {""id"": ""1"", ""WORD"": ""guhêràko"", ""AFFIX"": ""-reyèko"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""entamer, Se mettre à Syn. kwandama."", ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""ibuhéramâso"", ""AFFIX"": ""-sS0"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""garder indûment le bien autrui; être mauvais payeur."", ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""guhéranira"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""avoir une dette envers; être créancier de; refuser de restituer, conserver par devers soi."", ""POS"": ""v.""}]}"
5560,"[5560, 5561, 5562, 5563]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""urwîiherëēro"", ""AFFIX"": null, ""NOUN_CLASS"": ""11"", ""DESCRIPTION"": ""retraite"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""guhêrerwa"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""recevoir, être le bénéficiaire d'un don."", ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""impéreryi"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""Dendrohyrax arboreus SMITH."", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""imperetsi"", ""AFFIX"": null, ""NOUN_CLASS"": ""9|10"", ""DESCRIPTION"": ""chien."", ""POS"": ""n.""}]}"
5576,"[5576, 5577, 5578, 5579]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""ihêro"", ""AFFIX"": ""ama-"", ""NOUN_CLASS"": ""5|6"", ""DESCRIPTION"": ""Grand arbre sous lequel se faisaient certaines cérémonies rituelles."", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""guhérūka"", ""AFFIX"": ""-tse"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""venir en dernier lieu."", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""ubuhérūká"", ""AFFIX"": ""ama-"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""la dernière fois, en dernier lieu."", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""guhérūkana"", ""AFFIX"": ""-nye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""s'être rencontrés, retrouvés."", ""POS"": ""v.""}]}"
5584,"[5584, 5585, 5586, 5587]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""kwîhësha"", ""AFFIX"": ""-sheje"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""se transformer"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""impěshi"", ""AFFIX"": null, ""NOUN_CLASS"": ""9"", ""DESCRIPTION"": ""petite saison sèche"", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""ruhěshi"", ""AFFIX"": null, ""NOUN_CLASS"": ""15a"", ""DESCRIPTION"": ""lune de pai-jJuin"", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""ihêshíma"", ""AFFIX"": null, ""NOUN_CLASS"": ""9i"", ""DESCRIPTION"": ""respect"", ""POS"": ""n.""}]}"
5608,"[5608, 5609, 5610, 5611]",1,
5612,"[5612, 5613, 5614, 5615]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""agaheto"", ""AFFIX"": ""udu-"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""petit arc"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""buheto"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""arqué, en forme darc; bombé; tordu; convexe; voûté"", ""POS"": ""adj.""}, {""id"": ""2"", ""WORD"": ""igihetoheto"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""ployé"", ""POS"": ""adj.""}, {""id"": ""3"", ""WORD"": ""impētso"", ""AFFIX"": null, ""NOUN_CLASS"": ""9|10"", ""DESCRIPTION"": ""ctoffe ou peau dans laquelle on porte un enfant sur le dos"", ""POS"": ""n.""}]}"
5620,"[5620, 5621, 5622, 5623]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""intáhetwá"", ""AFFIX"": null, ""NOUN_CLASS"": ""9|10"", ""DESCRIPTION"": ""incorrigible, intraitable, inflexible; insubordonné."", ""POS"": ""adj.""}, {""id"": ""1"", ""WORD"": ""ubutáhetwá"", ""AFFIX"": null, ""NOUN_CLASS"": ""14"", ""DESCRIPTION"": ""opiniâtreté."", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""umuhévyi"", ""AFFIX"": ""aba-"", ""NOUN_CLASS"": ""1|2"", ""DESCRIPTION"": ""généreux, large, philanthrope, charitable, secourabtle. abandon, confiance."", ""POS"": ""adj.""}, {""id"": ""3"", ""WORD"": ""guhêyahēya"", ""AFFIX"": ""-ye"", ""DESCRIPTION"": ""amadouer, flatter, flagorner."", ""POS"": ""v.""}]}"
5628,"[5628, 5629, 5630, 5631]",1,
5664,"[5664, 5665, 5666, 5667]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""amahïgi"", ""AFFIX"": null, ""NOUN_CLASS"": null, ""DESCRIPTION"": ""chants de chasse"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""uruhïgi"", ""AFFIX"": null, ""NOUN_CLASS"": ""1110"", ""DESCRIPTION"": ""chasse"", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""agahígihígi"", ""AFFIX"": ""udu-"", ""NOUN_CLASS"": ""1213"", ""DESCRIPTION"": ""doute; hésitation; perplexité, indécision"", ""POS"": ""n.""}, {""id"": ""3"", ""WORD"": ""guhigima"", ""AFFIX"": ""-mye"", ""DESCRIPTION"": ""hésiter, être défiant, perplexe, indécis"", ""POS"": ""v.""}]}"
5672,"[5672, 5673, 5674, 5675]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""umuhigira"", ""AFFIX"": ""imi-"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""bâton du vacher; houlette"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""ihigiro"", ""AFFIX"": null, ""NOUN_CLASS"": ""5"", ""DESCRIPTION"": ""objet de pari; objet admiré, convoité, qwon recherche ou dont on veut souligner la valeur"", ""POS"": ""n.""}, {""id"": ""2"", ""WORD"": ""guhigīsha"", ""AFFIX"": ""-shije"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""servir à la chasse, être employé au cours d'une chasse"", ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""guhbigita"", ""AFFIX"": ""-se"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""brandir; avoir les seins fermes, dressés, être dans la fleur de l'âge; menacer de déborder"", ""POS"": ""v.""}]}"
5724,"[5724, 5725, 5726, 5727]",0,"{""entries"": [{""id"": ""0"", ""WORD"": ""uruhimbi"", ""AFFIX"": null, ""NOUN_CLASS"": ""1110"", ""DESCRIPTION"": ""dressoir, étagère"", ""POS"": ""n.""}, {""id"": ""1"", ""WORD"": ""impimbiggye"", ""AFFIX"": ""gûye-"", ""NOUN_CLASS"": null, ""DESCRIPTION"": null, ""POS"": ""v.""}, {""id"": ""2"", ""WORD"": ""euhîmbira"", ""AFFIX"": ""-ye"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""se laisser aller; se négliger, être hirsute"", ""POS"": ""v.""}, {""id"": ""3"", ""WORD"": ""umuhîmbiré"", ""AFFIX"": ""aba-"", ""NOUN_CLASS"": null, ""DESCRIPTION"": ""individu hirsute, aux cheveux ébouriffés, négligés"", ""POS"": ""n.""}]}"
